 conc & rates @ time:    192.000000000000     
  0.2300000E+02  0.2041185E-05  0.3837215E-07  0.1797682E-03  0.6122883E-06  0.1151046E-07  0.5392452E-04  0.1974832E-04  0.2235731E-06  0.3967814E-08  0.1486890E-02  0.1683209E-04  0.2983309E-06
  0.2350000E+02  0.1536400E-05  0.2910919E-07  0.1352758E-03  0.4608696E-06  0.8731853E-08  0.4057828E-04  0.1486100E-04  0.1682875E-06  0.3010064E-08  0.1118917E-02  0.1266986E-04  0.2263204E-06
  0.2400000E+02  0.1156450E-05  0.2208229E-07  0.1017953E-03  0.3468970E-06  0.6624001E-08  0.3053525E-04  0.1118313E-04  0.1266725E-06  0.2283482E-08  0.8420043E-03  0.9536804E-05  0.1716906E-06
  0.2450000E+02  0.8704639E-06  0.1675170E-07  0.7660148E-04  0.2611106E-06  0.5024990E-08  0.2297792E-04  0.8415477E-05  0.9534810E-07  0.1732281E-08  0.6336218E-03  0.7178493E-05  0.1302470E-06
  0.2500000E+02  0.6552060E-06  0.1270796E-07  0.5764341E-04  0.1965403E-06  0.3811993E-08  0.1729112E-04  0.6332799E-05  0.7177011E-07  0.1314134E-08  0.4768124E-03  0.5403378E-05  0.9880742E-07
  0.2550000E+02  0.4931863E-06  0.9640430E-08  0.4337787E-04  0.1479397E-06  0.2891830E-08  0.1301193E-04  0.4765600E-05  0.5402317E-07  0.9969279E-09  0.3588144E-03  0.4067262E-05  0.7495731E-07
  0.2600000E+02  0.3712403E-06  0.7313481E-08  0.3264359E-04  0.1113599E-06  0.2193817E-08  0.9792001E-05  0.3586326E-05  0.4066555E-07  0.7562998E-09  0.2700240E-03  0.3061604E-05  0.5686493E-07
  0.2650000E+02  0.2794594E-06  0.5548356E-08  0.2456673E-04  0.8382865E-07  0.1664335E-08  0.7369210E-05  0.2698989E-05  0.3061203E-07  0.5737677E-09  0.2032141E-03  0.2304702E-05  0.4314066E-07
  0.2700000E+02  0.2103861E-06  0.4209459E-08  0.1848979E-04  0.6310893E-07  0.1262707E-08  0.5546329E-05  0.2031362E-05  0.2304580E-07  0.4353108E-09  0.1529467E-03  0.1735060E-05  0.3273032E-07
  0.2750000E+02  0.1584079E-06  0.3193936E-08  0.1391807E-04  0.4751717E-07  0.9580818E-09  0.4174962E-05  0.1529098E-05  0.1735212E-07  0.3302938E-09  0.1151299E-03  0.1306398E-05  0.2483427E-07
  0.2800000E+02  0.1193012E-06  0.2423775E-08  0.1047939E-04  0.3578645E-07  0.7270572E-09  0.3143470E-05  0.1151312E-05  0.1306837E-07  0.2506498E-09  0.8668541E-04  0.9838850E-06  0.1884596E-07
  0.2850000E+02  0.8988846E-07  0.1839810E-08  0.7893810E-05  0.2696358E-07  0.5518860E-09  0.2367883E-05  0.8672501E-06  0.9846481E-08  0.1902605E-09  0.6529764E-04  0.7413171E-06  0.1430539E-07
  0.2900000E+02  0.6777968E-07  0.1397183E-08  0.5950855E-05  0.2033168E-07  0.4191114E-09  0.1785060E-05  0.6537888E-06  0.7424667E-08  0.1444872E-09  0.4922557E-04  0.5589848E-06  0.1086377E-07
  0.2950000E+02  0.5117840E-07  0.1061888E-08  0.4492349E-05  0.1535184E-07  0.3185335E-09  0.1347557E-05  0.4935509E-06  0.5606147E-08  0.1098134E-09  0.3716081E-04  0.4220730E-06  0.8256698E-08
  0.3000000E+02  0.3873568E-07  0.8081694E-09  0.3399558E-05  0.1161943E-07  0.2424257E-09  0.1019755E-05  0.3734919E-06  0.4243158E-08  0.8357552E-10  0.2812124E-04  0.3194569E-06  0.6283915E-08
  0.3050000E+02  0.2944047E-07  0.6165353E-09  0.2583519E-05  0.8831175E-08  0.1849415E-09  0.7749705E-06  0.2838380E-06  0.3224950E-08  0.6375803E-10  0.2137095E-04  0.2427986E-06  0.4793868E-08
  0.3100000E+02  0.2253749E-07  0.4722644E-09  0.1977800E-05  0.6760505E-08  0.1416647E-09  0.5932749E-06  0.2172909E-06  0.2468788E-08  0.4883849E-10  0.1636044E-04  0.1858690E-06  0.3672092E-08
  0.3150000E+02  0.1746581E-07  0.3642735E-09  0.1533092E-05  0.5239169E-08  0.1092707E-09  0.4598770E-06  0.1684331E-06  0.1913231E-08  0.3767080E-10  0.1268179E-04  0.1440424E-06  0.2832409E-08
  0.3200000E+02  0.1381334E-07  0.2842666E-09  0.1213190E-05  0.4143547E-08  0.8527117E-10  0.3639169E-06  0.1332876E-06  0.1513139E-08  0.2939708E-10  0.1003555E-04  0.1139201E-06  0.2210316E-08
  0.3250000E+02  0.1128329E-07  0.2260976E-09  0.9920515E-06  0.3384615E-08  0.6782226E-10  0.2975828E-06  0.1089963E-06  0.1236039E-08  0.2338221E-10  0.8206290E-05  0.9305456E-07  0.1758023E-08
  0.3300000E+02  0.9670096E-08  0.1852980E-09  0.8516768E-06  0.2900711E-08  0.5558364E-10  0.2554750E-06  0.9360813E-07  0.1059710E-08  0.1916797E-10  0.7045106E-05  0.7975044E-07  0.1440785E-08
  0.3350000E+02  0.8842840E-08  0.1587355E-09  0.7806519E-06  0.2652560E-08  0.4761572E-10  0.2341697E-06  0.8609638E-07  0.9723493E-09  0.1646373E-10  0.6457582E-05  0.7292800E-07  0.1234249E-08
  0.3400000E+02  0.8735652E-08  0.1443875E-09  0.7733154E-06  0.2620399E-08  0.4331164E-10  0.2319683E-06  0.8777811E-07  0.9884423E-09  0.1534454E-10  0.6396874E-05  0.7204384E-07  0.1122683E-08
  0.3450000E+02  0.9351360E-08  0.1413028E-09  0.8301003E-06  0.2805020E-08  0.4238540E-10  0.2489955E-06  0.1152555E-06  0.1293701E-08  0.1814063E-10  0.6866425E-05  0.7711979E-07  0.1098674E-08
  0.3500000E+02  0.1123720E-07  0.1557600E-09  0.1000000E-05  0.3250530E-08  0.4514734E-10  0.2892342E-06  0.3588590E-04  0.4021002E-06  0.5268866E-08  0.7976067E-05  0.8936848E-07  0.1170266E-08
